invoice_id,client_industry,client_credit_rating,client_company_size,payment_method,has_dispute_history,collateral_or_guarantee,payment_terms_days,invoice_amount_kes,client_relationship_years,prior_late_payments_count,discount_offered_pct,days_outstanding_avg_historical,guarantee_value_kes,economic_sector_growth_rate_pct,payment_risk_category
229,Construction,Fair,Large,Bank Transfer,No,Yes,15,370160.0,3.9,1,2.59,30.2,394269.87815737,0.88,On-Time
230,Technology,Excellent,Small,Bank Transfer,Yes,Yes,15,593843.0,11.2,1,3.76,25.1,399761.30332243314,3.91,On-Time
231,Healthcare,Good,Large,Mobile Money,No,Yes,45,110411.0,4.8,1,0.0,24.4,92434.5013885217,2.53,On-Time
232,Manufacturing,Fair,Enterprise,Letter of Credit,Yes,No,15,146615.0,7.4,0,1.86,13.7,,2.66,On-Time
233,Retail,Excellent,Medium,Bank Transfer,No,No,45,720543.0,3.4,0,2.22,8.6,,1.21,On-Time
234,Manufacturing,Good,Small,Mobile Money,No,Yes,30,195831.0,8.1,0,0.0,8.1,183858.59074715027,2.92,On-Time
235,Retail,Good,Small,Mobile Money,No,No,15,410051.0,14.9,1,2.17,15.4,,1.72,On-Time
236,Healthcare,Fair,Medium,Cheque,No,No,15,155695.0,6.5,2,2.78,50.7,,3.05,On-Time
237,Technology,Fair,Medium,Mobile Money,Yes,No,30,137062.0,1.3,3,1.26,56.3,,5.02,Late
238,Healthcare,Excellent,Medium,Mobile Money,Yes,Yes,45,190876.0,1.8,0,2.34,10.1,226201.11850653167,2.93,Late
239,Construction,Poor,Medium,Letter of Credit,No,No,90,238856.0,3.7,2,2.09,41.4,,0.77,Severely Late
240,Construction,Good,Large,Mobile Money,No,No,30,1071324.0,8.8,1,1.3,27.2,,0.75,Late
241,Construction,Good,Large,Mobile Money,Yes,No,45,106691.0,5.7,1,2.76,15.9,,0.17,On-Time
242,Manufacturing,Fair,Medium,Letter of Credit,No,Yes,30,198377.0,2.2,0,2.1,11.5,130231.3579562564,1.44,On-Time
243,Technology,Fair,Medium,Mobile Money,No,No,60,304306.0,1.5,2,2.82,32.5,,4.25,On-Time
244,Manufacturing,Good,Medium,Bank Transfer,No,Yes,30,1378601.0,10.1,0,3.28,9.3,806599.6604247265,2.24,On-Time
245,Technology,Good,Medium,Bank Transfer,Yes,No,30,568984.0,4.1,2,2.32,10.0,,4.31,On-Time
246,Technology,Fair,Small,Bank Transfer,No,No,30,132280.0,8.8,1,1.0,18.1,,4.89,On-Time
247,Manufacturing,Fair,Large,Bank Transfer,No,No,90,345666.0,2.7,1,1.15,26.5,,2.44,Late
248,Technology,Poor,Medium,Bank Transfer,No,No,15,450518.0,2.5,1,2.77,30.2,,4.61,On-Time
249,Manufacturing,Excellent,Small,Mobile Money,Yes,No,60,217564.0,9.5,0,1.51,17.7,,2.75,On-Time
250,Manufacturing,Excellent,Large,Cheque,No,No,15,205350.0,8.5,1,0.61,19.2,,1.63,On-Time
251,Healthcare,Good,Small,Letter of Credit,No,Yes,45,242933.0,8.9,1,3.04,29.6,205789.62522879575,3.24,On-Time
252,Technology,Poor,Enterprise,Cheque,No,Yes,45,320360.0,10.3,1,1.28,24.1,132908.0531663413,4.67,On-Time
253,Technology,Fair,Medium,Bank Transfer,No,No,45,536131.0,9.4,1,1.57,28.1,,4.22,Late
254,Healthcare,Good,Large,Bank Transfer,No,No,30,251260.0,3.4,0,1.32,18.2,,3.0,On-Time
255,Healthcare,Good,Medium,Mobile Money,No,No,60,184747.0,9.2,1,4.39,10.8,,2.85,On-Time
256,Retail,Good,Medium,Letter of Credit,No,Yes,45,286446.0,8.3,1,2.61,19.2,163634.2532706717,0.95,On-Time
257,Manufacturing,Good,Small,Bank Transfer,No,No,45,184097.0,3.1,3,0.56,47.6,,2.14,Severely Late
258,Retail,Poor,Small,Letter of Credit,Yes,No,90,176185.0,9.8,2,1.68,26.9,,1.44,Severely Late
259,Healthcare,Good,Medium,Bank Transfer,Yes,No,45,287741.0,2.9,1,4.83,17.0,,3.16,On-Time
260,Healthcare,Excellent,Enterprise,Bank Transfer,No,No,30,507576.0,4.2,1,1.24,18.7,,2.12,On-Time
261,Construction,Fair,Medium,Bank Transfer,No,Yes,30,364959.0,4.7,1,1.39,29.7,436241.652724222,1.42,Late
262,Construction,Fair,Small,Bank Transfer,No,Yes,30,402385.0,8.0,0,0.96,17.8,455536.17896452144,0.12,Late
263,Manufacturing,Fair,Large,Letter of Credit,Yes,No,15,990260.0,6.8,2,0.3,26.3,,2.09,Late
264,Retail,Good,Medium,Bank Transfer,No,Yes,45,429863.0,0.5,2,1.08,33.1,335431.3627745554,1.33,On-Time
265,Healthcare,Fair,Small,Cheque,No,No,15,135701.0,1.9,1,0.39,25.1,,2.69,Late
266,Manufacturing,Fair,Small,Bank Transfer,No,No,30,216553.0,3.2,1,1.17,20.8,,2.06,On-Time
267,Construction,Excellent,Large,Mobile Money,No,No,45,169690.0,1.1,1,1.69,27.8,,0.05,On-Time
268,Healthcare,Poor,Medium,Cheque,No,No,15,390387.0,3.3,0,3.51,18.2,,2.99,On-Time
269,Technology,Good,Enterprise,Cheque,No,No,45,403147.0,8.1,2,0.86,23.2,,4.65,On-Time
270,Retail,Fair,Small,Mobile Money,No,No,30,133839.0,9.6,0,0.87,18.8,,1.38,On-Time
271,Healthcare,Good,Large,Letter of Credit,Yes,No,30,235292.0,6.5,4,3.79,44.4,,3.22,Severely Late
272,Retail,Good,Large,Bank Transfer,No,No,30,279302.0,5.5,1,2.2,14.7,,2.51,On-Time
273,Healthcare,Fair,Medium,Cheque,No,No,45,251196.0,9.9,1,1.06,30.2,,3.49,Late
274,Manufacturing,Good,Small,Mobile Money,No,Yes,90,507520.0,1.4,1,2.92,25.6,210309.0922149848,1.46,On-Time
275,Manufacturing,Fair,Large,Bank Transfer,Yes,Yes,45,369478.0,0.9,1,2.45,24.5,303045.2142387242,2.2,Late
276,Construction,Poor,Medium,Cheque,No,Yes,60,240452.0,4.5,1,3.21,33.0,245219.9639805078,1.24,Severely Late
277,Construction,Good,Small,Bank Transfer,Yes,Yes,15,453686.0,0.2,0,3.59,7.4,469683.5635119576,0.52,On-Time
278,Technology,Good,Medium,Letter of Credit,Yes,No,60,27581.0,5.3,0,2.01,22.7,,3.66,On-Time
279,Technology,Fair,Small,Mobile Money,No,Yes,30,196507.0,4.7,1,1.11,17.2,87195.8634377429,5.46,On-Time
280,Retail,Poor,Medium,Letter of Credit,No,No,90,236309.0,5.3,1,2.02,21.6,,1.18,Severely Late
281,Healthcare,Good,Enterprise,Bank Transfer,No,No,30,216620.0,6.6,1,2.33,17.9,,3.06,On-Time
282,Construction,Fair,Small,Bank Transfer,No,Yes,30,536484.0,19.3,2,0.09,37.0,458020.39958576165,0.44,Late
283,Manufacturing,Excellent,Medium,Mobile Money,No,No,15,452353.0,4.4,0,2.85,26.5,,2.52,On-Time
284,Healthcare,Fair,Small,Bank Transfer,No,No,45,121066.0,8.4,0,1.45,10.4,,3.26,On-Time
285,Retail,Fair,Enterprise,Letter of Credit,No,No,30,276131.0,4.7,0,3.8,15.2,,0.59,On-Time
286,Healthcare,Excellent,Small,Letter of Credit,No,Yes,30,135131.0,13.4,1,1.59,24.6,89417.71427582006,3.39,On-Time
287,Manufacturing,Excellent,Small,Mobile Money,No,No,30,521664.0,8.5,1,2.15,18.1,,2.26,On-Time
288,Retail,Excellent,Enterprise,Mobile Money,No,Yes,90,274410.0,8.1,0,2.21,12.0,204840.17239553833,1.13,On-Time
289,Manufacturing,Fair,Small,Mobile Money,No,Yes,90,165361.0,10.2,1,2.74,37.4,113842.53805483623,1.81,Late
290,Manufacturing,Excellent,Large,Bank Transfer,No,No,30,627007.0,2.4,0,3.17,17.2,,2.08,On-Time
291,Manufacturing,Good,Medium,Cheque,No,No,30,542927.0,4.0,2,2.56,54.4,,2.1,Late
292,Construction,Excellent,Small,Bank Transfer,Yes,No,90,75697.0,1.1,0,3.51,14.2,,0.44,Late
293,Healthcare,Fair,Large,Letter of Credit,No,No,30,366235.0,9.0,1,0.41,39.0,,2.59,On-Time
294,Technology,Fair,Medium,Bank Transfer,Yes,Yes,45,51252.0,2.6,1,1.33,16.5,32151.73020233034,4.63,On-Time
295,Construction,Excellent,Medium,Letter of Credit,No,No,30,665611.0,3.1,1,2.0,21.0,,1.25,On-Time
296,Manufacturing,Good,Small,Letter of Credit,No,Yes,90,138824.0,4.3,2,1.58,40.6,162801.9133772544,2.12,Late
297,Construction,Good,Large,Cheque,No,Yes,45,81597.0,10.1,1,2.27,30.8,45314.04976101708,0.64,On-Time
298,Manufacturing,Good,Small,Bank Transfer,No,Yes,30,163902.0,4.4,2,1.22,34.2,152367.60449113804,2.08,On-Time
299,Construction,Fair,Medium,Mobile Money,No,No,30,422695.0,1.3,1,3.53,23.5,,0.99,On-Time
300,Technology,Good,Medium,Bank Transfer,No,No,45,398657.0,7.6,4,3.56,29.0,,5.02,On-Time
301,Retail,Good,Small,Bank Transfer,Yes,No,45,619652.0,3.3,1,0.39,10.7,,1.73,Late
302,Technology,Excellent,Small,Mobile Money,No,Yes,30,256038.0,3.6,3,1.5,49.6,170787.89104333337,4.41,On-Time
303,Retail,Good,Enterprise,Mobile Money,Yes,Yes,30,371581.0,11.8,0,1.65,13.1,435974.9951959604,1.18,On-Time
304,Technology,Poor,Medium,Bank Transfer,No,Yes,30,502033.0,6.5,1,1.93,33.5,430516.50922535785,4.92,On-Time
305,Healthcare,Fair,Medium,Letter of Credit,Yes,No,45,347856.0,4.5,0,2.52,19.3,,3.0,Late
306,Retail,Fair,Small,Bank Transfer,No,No,15,541143.0,8.1,0,2.38,14.1,,1.43,On-Time
307,Retail,Good,Medium,Bank Transfer,No,No,30,857273.0,8.7,1,2.28,34.7,,1.58,On-Time
308,Construction,Good,Medium,Cheque,No,No,15,318479.0,3.0,1,3.12,27.5,,1.07,Late
309,Retail,Excellent,Small,Bank Transfer,No,No,45,285235.0,4.3,0,3.0,12.5,,1.48,On-Time
310,Manufacturing,Good,Medium,Bank Transfer,Yes,No,45,271744.0,5.0,1,1.08,28.2,,2.25,On-Time
311,Technology,Fair,Small,Mobile Money,Yes,No,45,120175.0,6.1,0,1.09,13.6,,4.04,Late
312,Manufacturing,Good,Small,Bank Transfer,No,No,30,346284.0,8.4,2,2.35,41.5,,2.28,Late
313,Manufacturing,Fair,Large,Bank Transfer,No,No,60,495969.0,3.4,2,2.66,31.5,,2.7,Severely Late
314,Construction,Good,Large,Mobile Money,No,No,30,878630.0,8.8,2,1.98,29.7,,0.97,Late
315,Technology,Fair,Enterprise,Bank Transfer,No,No,90,939817.0,4.0,0,2.19,22.1,,4.44,Late
316,Healthcare,Good,Small,Mobile Money,No,No,30,140846.0,2.0,0,0.37,8.8,,2.71,On-Time
317,Retail,Poor,Enterprise,Bank Transfer,Yes,No,30,431295.0,4.4,0,1.06,9.0,,1.56,Severely Late
318,Retail,Fair,Small,Bank Transfer,Yes,No,60,42505.0,8.1,0,1.13,25.9,,0.64,Late
319,Technology,Excellent,Enterprise,Cheque,No,No,45,151439.0,3.5,1,3.27,13.3,,4.49,On-Time
320,Manufacturing,Excellent,Large,Bank Transfer,No,Yes,60,85289.0,3.1,1,3.36,31.0,63645.82469138077,2.1,On-Time
321,Manufacturing,Good,Small,Bank Transfer,Yes,No,30,490602.0,4.3,2,4.37,21.7,,1.24,On-Time
322,Technology,Fair,Enterprise,Cheque,Yes,No,45,396183.0,1.8,1,1.82,17.7,,4.34,Late
323,Retail,Good,Medium,Bank Transfer,No,Yes,30,711057.0,12.0,1,3.84,11.8,435922.51483080524,1.38,On-Time
324,Retail,Fair,Medium,Bank Transfer,Yes,Yes,30,74901.0,2.9,0,0.84,10.5,43663.65890391445,1.83,Late
325,Healthcare,Poor,Medium,Bank Transfer,No,No,30,327488.0,10.0,1,1.47,12.2,,3.03,On-Time
326,Manufacturing,Good,Small,Letter of Credit,No,Yes,45,13177.0,0.9,1,4.27,21.6,15618.493286794499,2.22,Late
327,Technology,Excellent,Medium,Mobile Money,No,No,15,50265.0,2.3,1,3.74,24.1,,4.78,On-Time
328,Retail,Good,Large,Bank Transfer,No,Yes,45,94126.0,5.2,1,0.95,25.0,54693.7744276265,1.49,On-Time
329,Healthcare,Excellent,Medium,Bank Transfer,No,No,15,175638.0,12.4,0,2.24,8.2,,3.15,On-Time
330,Retail,Poor,Small,Letter of Credit,No,No,60,831805.0,3.2,2,4.6,29.2,,2.02,Late
331,Technology,Poor,Small,Letter of Credit,No,No,30,495100.0,0.4,0,2.54,25.1,,4.56,On-Time
332,Healthcare,Good,Medium,Mobile Money,Yes,Yes,15,526111.0,6.0,0,1.68,18.1,469905.83225718106,3.74,On-Time
333,Retail,Good,Medium,Cheque,No,Yes,90,386380.0,6.9,3,2.27,24.8,459119.0899497888,1.89,Severely Late
334,Construction,Good,Enterprise,Mobile Money,No,No,30,367136.0,11.2,1,2.4,28.9,,1.36,On-Time
335,Manufacturing,Fair,Small,Letter of Credit,Yes,No,30,94005.0,4.2,1,2.19,28.8,,2.66,Late
336,Healthcare,Fair,Medium,Bank Transfer,No,Yes,45,138194.0,2.3,0,1.4,13.4,143004.610119375,3.41,Late
337,Manufacturing,Good,Enterprise,Mobile Money,No,No,15,412937.0,1.3,3,3.4,28.6,,1.55,Late
338,Manufacturing,Good,Large,Bank Transfer,No,No,15,293674.0,4.9,0,1.91,21.9,,1.75,On-Time
339,Retail,Excellent,Enterprise,Bank Transfer,No,Yes,45,105402.0,2.2,1,0.93,29.2,73186.82574162909,1.17,On-Time
340,Construction,Excellent,Medium,Cheque,No,No,45,224341.0,10.5,0,0.98,12.4,,0.97,On-Time
341,Manufacturing,Good,Large,Bank Transfer,No,No,45,226505.0,4.0,3,3.44,44.4,,1.86,Late
342,Healthcare,Fair,Medium,Letter of Credit,No,No,45,451169.0,6.5,1,2.7,24.1,,3.71,On-Time
343,Retail,Good,Medium,Bank Transfer,No,No,30,305125.0,3.6,1,1.52,26.9,,1.5,On-Time
344,Manufacturing,Excellent,Large,Letter of Credit,No,Yes,30,1002171.0,10.7,1,1.98,29.5,602269.618215135,2.07,On-Time
345,Construction,Fair,Medium,Cheque,No,Yes,45,308108.0,5.2,1,2.33,23.5,141190.3078716343,0.45,Late
346,Construction,Excellent,Medium,Mobile Money,No,No,60,360294.0,1.9,0,3.05,8.6,,1.03,On-Time
347,Technology,Fair,Small,Mobile Money,No,No,15,334100.0,6.8,0,3.27,9.9,,4.25,On-Time
348,Technology,Good,Large,Mobile Money,No,No,90,445671.0,1.8,0,4.45,19.5,,4.46,On-Time
349,Manufacturing,Fair,Medium,Bank Transfer,No,Yes,45,190022.0,2.0,1,2.27,28.6,96993.10424254024,2.2,Severely Late
350,Technology,Good,Medium,Mobile Money,No,No,60,941375.0,4.7,1,0.89,24.1,,4.08,On-Time
351,Retail,Fair,Medium,Bank Transfer,Yes,No,30,372347.0,3.4,0,0.95,27.1,,1.88,Late
352,Healthcare,Excellent,Enterprise,Bank Transfer,No,Yes,15,177332.0,12.8,3,3.94,45.9,152294.70264633588,2.75,On-Time
353,Technology,Fair,Large,Bank Transfer,No,No,30,46928.0,3.7,0,2.93,12.6,,3.84,On-Time
354,Retail,Fair,Small,Cheque,No,Yes,15,13340.0,12.8,1,1.79,16.7,11787.116164573463,1.29,On-Time
355,Technology,Fair,Medium,Bank Transfer,No,No,15,209845.0,4.4,2,1.64,41.5,,4.22,On-Time
356,Healthcare,Poor,Large,Mobile Money,No,No,45,193118.0,4.7,1,3.42,26.6,,3.12,Late
357,Manufacturing,Fair,Large,Cheque,No,Yes,90,753365.0,3.9,1,2.55,23.1,443446.1882889926,1.84,Severely Late
358,Technology,Good,Medium,Bank Transfer,No,No,45,341389.0,10.2,1,3.17,28.9,,4.86,On-Time
359,Technology,Fair,Small,Letter of Credit,No,No,60,209754.0,7.0,3,1.47,36.1,,4.72,Severely Late
360,Construction,Poor,Medium,Bank Transfer,No,Yes,45,716542.0,1.9,3,1.86,59.2,398882.0871195408,0.84,Severely Late
361,Manufacturing,Excellent,Medium,Bank Transfer,No,No,30,586570.0,2.9,3,4.66,34.6,,1.82,On-Time
362,Manufacturing,Poor,Small,Bank Transfer,No,No,15,342627.0,3.4,0,0.0,11.3,,2.2,On-Time
363,Healthcare,Fair,Medium,Letter of Credit,Yes,No,15,652546.0,1.2,1,1.92,27.3,,3.26,On-Time
364,Manufacturing,Poor,Large,Bank Transfer,No,Yes,45,503031.0,7.9,1,2.94,31.7,593073.5352746762,1.55,Late
365,Manufacturing,Fair,Enterprise,Mobile Money,No,No,90,412439.0,12.9,0,2.16,5.8,,2.3,On-Time
366,Healthcare,Excellent,Small,Letter of Credit,No,Yes,60,163039.0,1.9,1,0.31,26.5,132129.8004224183,3.11,On-Time
367,Construction,Good,Medium,Bank Transfer,No,Yes,60,99167.0,8.9,1,1.03,41.1,113981.51603050008,0.97,Late
368,Manufacturing,Fair,Large,Cheque,No,Yes,15,84851.0,7.3,2,0.74,35.7,76794.39123637181,2.26,On-Time
369,Healthcare,Good,Medium,Bank Transfer,Yes,No,30,321239.0,11.7,0,2.98,13.1,,3.0,On-Time
370,Retail,Good,Enterprise,Bank Transfer,Yes,No,45,362591.0,10.3,3,2.18,47.5,,1.53,Severely Late
371,Manufacturing,Good,Medium,Bank Transfer,No,No,30,302288.0,10.3,2,1.14,34.3,,1.18,On-Time
372,Retail,Good,Small,Cheque,Yes,No,15,543185.0,2.7,0,2.48,22.3,,1.2,Late
373,Technology,Excellent,Medium,Cheque,No,No,45,291792.0,1.9,0,2.34,12.4,,3.71,On-Time
374,Manufacturing,Fair,Large,Bank Transfer,Yes,No,15,437007.0,7.8,0,0.22,4.5,,1.84,Late
375,Retail,Good,Enterprise,Bank Transfer,No,No,60,174016.0,1.9,1,1.8,13.6,,1.19,Late
376,Retail,Good,Medium,Bank Transfer,No,No,30,39783.0,11.3,1,2.27,12.9,,1.45,On-Time
377,Retail,Fair,Small,Cheque,No,No,15,202081.0,6.6,1,1.89,21.9,,1.06,On-Time
378,Retail,Excellent,Enterprise,Mobile Money,No,No,30,170970.0,11.6,2,1.64,45.7,,1.34,On-Time
379,Construction,Good,Medium,Mobile Money,Yes,No,30,373022.0,7.6,1,1.86,12.8,,0.22,On-Time
380,Manufacturing,Good,Small,Mobile Money,No,No,45,57125.0,9.0,1,1.66,22.3,,2.03,On-Time
381,Manufacturing,Good,Medium,Cheque,Yes,Yes,45,493685.0,7.8,1,2.58,25.9,204488.38742686674,2.13,Late
382,Technology,Poor,Enterprise,Bank Transfer,No,No,30,231085.0,1.1,1,3.13,17.3,,4.47,Late
383,Retail,Excellent,Medium,Bank Transfer,No,No,90,237373.0,6.8,1,1.44,29.2,,1.45,On-Time
384,Manufacturing,Excellent,Small,Mobile Money,No,Yes,30,529111.0,6.5,0,0.13,13.2,497331.9924897028,1.96,On-Time
385,Healthcare,Fair,Medium,Letter of Credit,No,No,90,201618.0,1.4,1,2.13,14.3,,2.56,Late
386,Retail,Fair,Small,Cheque,No,Yes,15,496329.0,2.4,2,1.13,29.1,202019.43400244883,0.71,Late
387,Retail,Excellent,Large,Mobile Money,No,Yes,45,224990.0,7.0,1,1.02,33.0,125702.36485481936,2.5,On-Time
388,Construction,Good,Large,Bank Transfer,No,No,30,234053.0,5.2,3,2.71,54.1,,0.93,On-Time
389,Construction,Poor,Medium,Letter of Credit,No,Yes,15,388032.0,6.7,2,0.0,42.6,413350.2206419444,0.35,Late
390,Manufacturing,Excellent,Medium,Mobile Money,No,No,30,205605.0,5.8,0,0.91,10.8,,1.64,On-Time
391,Technology,Excellent,Small,Bank Transfer,No,No,45,16047.0,4.9,0,1.47,10.0,,4.88,On-Time
392,Healthcare,Fair,Small,Mobile Money,No,Yes,60,246362.0,4.0,1,2.75,21.7,145765.97526974944,2.6,Late
393,Retail,Poor,Large,Mobile Money,No,Yes,30,532054.0,7.8,2,2.29,44.6,242718.75750856148,0.73,Late
394,Manufacturing,Fair,Small,Mobile Money,No,Yes,15,729198.0,6.6,2,1.48,25.3,311657.6712903778,2.69,On-Time
395,Technology,Good,Large,Bank Transfer,No,Yes,45,187015.0,9.9,1,3.61,27.1,198916.99241418895,4.73,Late
396,Retail,Fair,Medium,Mobile Money,No,Yes,45,213452.0,2.5,1,0.4,20.5,102339.66661557138,1.24,On-Time
397,Manufacturing,Poor,Medium,Mobile Money,No,Yes,45,263469.0,4.1,1,2.5,27.7,111143.61061386835,1.81,Late
398,Technology,Poor,Medium,Bank Transfer,Yes,Yes,15,109854.0,1.2,1,1.33,18.2,114052.12995222148,4.34,Late
399,Construction,Excellent,Large,Bank Transfer,No,Yes,30,672530.0,6.7,0,3.32,13.0,290728.6717851505,0.42,On-Time
400,Manufacturing,Poor,Small,Bank Transfer,No,Yes,15,512378.0,7.2,0,1.6,2.7,332202.4486766631,2.14,On-Time
401,Healthcare,Fair,Small,Bank Transfer,No,No,90,199846.0,3.8,1,2.39,2.4,,2.65,Late
402,Healthcare,Fair,Small,Cheque,Yes,No,30,791918.0,3.6,0,1.82,9.3,,2.94,On-Time
403,Retail,Fair,Small,Mobile Money,No,Yes,90,152961.0,9.2,1,1.98,12.6,62741.31094602386,0.63,Severely Late
404,Healthcare,Good,Medium,Mobile Money,No,No,30,124873.0,2.3,0,0.94,14.6,,3.42,On-Time
405,Retail,Excellent,Small,Bank Transfer,No,No,30,531684.0,2.6,1,2.21,31.2,,1.16,On-Time
406,Manufacturing,Good,Medium,Letter of Credit,No,No,60,172428.0,2.5,2,1.74,39.7,,2.23,Late
407,Manufacturing,Excellent,Medium,Bank Transfer,Yes,No,30,692180.0,1.5,1,2.86,31.6,,2.08,On-Time
408,Technology,Good,Medium,Cheque,No,Yes,30,363531.0,5.2,0,1.74,13.1,352472.9699725421,4.17,On-Time
409,Retail,Fair,Large,Letter of Credit,Yes,Yes,30,54219.0,4.3,2,2.7,35.5,31464.810875348594,0.68,Late
410,Technology,Good,Medium,Cheque,No,No,30,102296.0,2.2,1,1.24,34.4,,4.96,On-Time
411,Technology,Fair,Small,Mobile Money,No,Yes,45,688587.0,0.8,3,1.48,34.7,612415.277371986,4.48,Late
412,Healthcare,Fair,Medium,Letter of Credit,No,Yes,30,298807.0,0.5,1,0.46,28.5,231965.11737728532,3.61,Late
413,Healthcare,Fair,Small,Bank Transfer,No,Yes,45,240650.0,4.7,0,0.76,12.1,201750.23271751785,3.27,On-Time
414,Technology,Good,Medium,Cheque,No,No,45,88220.0,5.7,3,1.41,60.1,,4.44,Late
415,Manufacturing,Good,Medium,Bank Transfer,No,No,15,421369.0,2.2,1,0.45,16.5,,1.7,On-Time
416,Retail,Excellent,Small,Mobile Money,No,No,90,555589.0,0.7,2,1.77,35.6,,0.82,On-Time
417,Manufacturing,Excellent,Small,Bank Transfer,No,No,45,428905.0,4.1,2,1.07,35.3,,1.26,On-Time
418,Construction,Good,Small,Bank Transfer,Yes,Yes,15,537074.0,11.8,0,1.34,7.2,573924.9399741042,1.04,On-Time
419,Technology,Poor,Large,Letter of Credit,Yes,Yes,30,233251.0,2.5,1,4.62,29.7,253154.10527031613,4.44,Severely Late
420,Manufacturing,Good,Medium,Bank Transfer,No,Yes,15,638052.0,1.3,1,1.19,20.8,371462.5885268674,2.1,On-Time
421,Construction,Good,Small,Cheque,No,No,60,278430.0,4.9,2,0.2,41.1,,0.64,Severely Late
422,Manufacturing,Fair,Small,Letter of Credit,No,No,45,466547.0,3.8,4,1.88,41.7,,2.01,Severely Late
423,Manufacturing,Fair,Small,Letter of Credit,No,No,60,113356.0,3.5,0,1.92,17.5,,1.49,On-Time
424,Manufacturing,Fair,Medium,Bank Transfer,No,No,90,255562.0,2.1,2,2.11,29.8,,2.26,On-Time
425,Healthcare,Good,Small,Bank Transfer,No,No,30,267347.0,0.4,0,2.72,20.7,,3.64,On-Time
426,Manufacturing,Poor,Large,Bank Transfer,No,No,60,357324.0,2.2,0,1.37,25.3,,1.93,Late
427,Healthcare,Fair,Small,Bank Transfer,No,No,30,155462.0,4.1,0,2.91,12.2,,2.96,On-Time
428,Construction,Excellent,Medium,Bank Transfer,No,Yes,45,149539.0,3.1,0,0.77,5.9,154337.70338696562,0.42,On-Time
429,Manufacturing,Fair,Small,Mobile Money,No,No,30,109807.0,6.8,4,1.99,62.9,,1.76,On-Time
430,Manufacturing,Fair,Large,Bank Transfer,No,No,45,1079152.0,4.3,1,0.96,22.7,,1.69,On-Time
431,Manufacturing,Fair,Medium,Bank Transfer,No,No,60,613245.0,1.6,1,1.78,28.4,,1.89,Severely Late
432,Manufacturing,Excellent,Medium,Mobile Money,No,No,30,393078.0,4.4,0,2.18,21.1,,2.82,On-Time
433,Manufacturing,Good,Small,Mobile Money,No,No,30,389834.0,1.0,0,3.94,17.3,,2.45,Late
434,Manufacturing,Poor,Enterprise,Bank Transfer,No,Yes,30,132163.0,3.4,1,3.47,22.0,144263.73757068397,2.51,On-Time
435,Technology,Poor,Large,Bank Transfer,Yes,Yes,15,317222.0,1.2,2,4.1,27.2,326223.8139483006,4.7,On-Time
436,Manufacturing,Fair,Enterprise,Bank Transfer,No,Yes,45,189371.0,4.4,4,3.44,46.1,164370.4192279596,2.29,On-Time
437,Construction,Poor,Large,Cheque,No,No,45,1243305.0,1.4,1,4.66,28.2,,1.06,Late
438,Construction,Good,Medium,Bank Transfer,No,Yes,30,257427.0,0.8,2,1.91,35.1,113453.11658649653,0.44,Late
439,Healthcare,Good,Small,Letter of Credit,No,Yes,90,287967.0,3.9,0,2.2,8.8,187987.93985022383,2.82,Late
440,Technology,Good,Large,Bank Transfer,No,No,30,731488.0,2.3,4,3.95,72.1,,4.5,Late
441,Technology,Fair,Medium,Letter of Credit,Yes,Yes,30,446604.0,8.1,0,2.43,15.7,355269.5492707844,4.63,On-Time
442,Retail,Fair,Large,Bank Transfer,No,No,30,259525.0,10.0,0,2.2,13.1,,1.67,On-Time
443,Retail,Good,Medium,Bank Transfer,Yes,No,30,383213.0,6.6,1,0.39,19.7,,1.75,On-Time
444,Healthcare,Fair,Medium,Bank Transfer,Yes,Yes,15,203625.0,10.3,0,2.57,13.9,234095.31685958244,3.52,On-Time
445,Construction,Excellent,Large,Bank Transfer,No,No,15,447295.0,3.1,0,4.05,8.2,,1.36,On-Time
446,Healthcare,Good,Small,Bank Transfer,Yes,Yes,45,683327.0,2.9,1,1.03,34.7,559495.2348013765,2.89,On-Time
447,Retail,Good,Medium,Bank Transfer,No,Yes,45,795748.0,1.4,1,3.31,25.4,323553.56006345456,1.56,Late
448,Technology,Excellent,Enterprise,Bank Transfer,No,Yes,45,161536.0,5.7,3,0.0,26.7,115355.2773516136,4.41,On-Time
449,Construction,Excellent,Medium,Mobile Money,No,No,90,376586.0,6.3,0,0.95,14.4,,0.69,On-Time
450,Healthcare,Good,Small,Mobile Money,No,No,90,160817.0,3.7,1,3.89,28.2,,3.2,Late
451,Construction,Fair,Medium,Bank Transfer,No,No,30,607360.0,7.5,2,0.24,50.6,,0.72,Severely Late
452,Healthcare,Poor,Small,Letter of Credit,No,No,30,893285.0,2.6,1,0.89,31.2,,2.9,Late
453,Technology,Fair,Enterprise,Bank Transfer,No,No,90,433106.0,4.9,0,3.71,12.8,,3.98,On-Time
454,Retail,Excellent,Small,Bank Transfer,No,Yes,30,238599.0,5.0,1,0.84,14.2,256868.61568344885,1.8,On-Time
455,Healthcare,Good,Small,Cheque,Yes,Yes,30,368885.0,14.5,0,2.41,12.9,303714.11450377904,2.77,On-Time
456,Retail,Fair,Large,Bank Transfer,No,No,30,327933.0,5.9,1,2.42,29.9,,1.65,Late
457,Retail,Poor,Large,Mobile Money,No,No,60,934436.0,6.7,2,1.56,26.4,,1.48,Severely Late
